Statename,CourseofStudy,ClassOfGrade,Date of Graduation,MaritalStatus,Gender,DateOfBirth,College,DeptmentCode
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-11-25,COLAMRUD,AERD
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2001-08-25,COLFHEC,NUD
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,2000-05-20,COLERM,FWM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-09-29,COLAMRUD,AEFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-05-19,COLANIM,ANP
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-09-04,COLAMRUD,AGAD
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,M,2000-06-22,COLERM,AQFM
Niger State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2000-10-14,COLBIOS,BCH
Oyo State,STATISTICS/B.Sc.,Second Class Upper,NA,S,F,2003-11-11,COLPHYS,STS
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,F,1993-04-28,COLENG,ABE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1996-06-06,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2003-03-29,COLAMRUD,AEFM
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2001-02-13,COLFHEC,HSM
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1999-08-15,COLFHEC,NUD
Oyo State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,2002-04-01,COLPHYS,CHM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1997-07-07,COLPLANT,PBST
Lagos State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,F,2001-11-04,COLPHYS,CHM
Oyo State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2003-02-05,COLBIOS,PAB
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2002-05-15,COLFHEC,HSM
Ogun State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,M,2003-04-06,COLBIOS,PAZ
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-12-14,COLBIOS,MCB
Ogun State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2003-04-18,COLBIOS,PAZ
Ogun State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2003-01-07,COLBIOS,PAZ
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1999-04-14,COLFHEC,FST
Ondo State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,2000-06-30,COLPHYS,PHS
Ogun State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,M,1997-07-16,COLBIOS,PAZ
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1996-12-12,COLANIM,ABG
Lagos State,CIVIL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2003-05-18,COLENG,CVE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-04-05,COLANIM,PRM
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Upper,NA,S,M,1997-07-31,COLERM,WMA
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,M,2003-06-30,COLPHYS,CSC
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-08-10,COLAMRUD,AEFM
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,F,2002-04-02,COLPHYS,CSC
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,2002-06-09,COLERM,AQFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-10-26,COLANIM,ANN
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1997-01-21,COLPLANT,CPT
Osun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1999-11-06,COLFHEC,HTM
Oyo State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,M,1995-04-20,COLENG,ABE
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1994-08-31,COLERM,FWM
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2000-06-20,COLFHEC,HSM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-04-05,COLAMRUD,AEFM
Kwara State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1998-01-04,COLFHEC,HTM
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1997-01-01,COLFHEC,HTM
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1997-10-27,COLFHEC,NUD
Osun State,BOTANY/B.SC.,Second Class Upper,NA,S,M,2002-12-10,COLBIOS,PAB
Oyo State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2004-02-18,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-08-30,COLANIM,APH
Oyo State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,2000-09-21,COLPHYS,CHM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-10-14,COLAMRUD,AERD
Oyo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-03-21,COLFHEC,FST
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,F,1999-12-05,COLERM,EMT
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-03-20,COLFHEC,FST
Osun State,BOTANY/B.SC.,Second Class Upper,NA,S,F,1999-10-22,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-10-02,COLPLANT,PPCP
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,M,2002-06-22,COLENG,ABE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-05-15,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-12-14,COLANIM,APH
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,1999-11-17,COLERM,AQFM
Ogun State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2002-08-24,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-12-24,COLPLANT,CPT
Lagos State,STATISTICS/B.Sc.,Second Class Upper,NA,S,F,2003-02-18,COLPHYS,STS
Lagos State,BOTANY/B.SC.,Second Class Upper,NA,S,F,1996-05-18,COLBIOS,PAB
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2000-05-15,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1997-11-09,COLAMRUD,AEFM
Oyo State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Upper,NA,S,M,1999-02-18,COLERM,WMA
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1998-02-10,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-10-09,COLANIM,APH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1997-11-21,COLPLANT,HRT
Ogun State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2000-03-25,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-01-26,COLANIM,APH
Lagos State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,1999-04-01,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-11-22,COLANIM,APH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-02-28,COLANIM,APH
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1999-06-02,COLFHEC,HSM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-09-15,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-07-31,COLANIM,APH
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-03-22,COLBIOS,MCB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-06-15,COLPLANT,HRT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-04-04,COLAMRUD,AERD
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2002-04-19,COLFHEC,HSM
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1998-09-03,COLFHEC,FST
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,1998-06-26,COLERM,AQFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-08-24,COLPLANT,CPT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-04-29,COLPLANT,SSLM
Oyo State,STATISTICS/B.Sc.,Second Class Upper,NA,S,M,2002-06-01,COLPHYS,STS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-12-02,COLAMRUD,AEFM
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,M,1999-08-13,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1999-02-28,COLANIM,PRM
Oyo State,BOTANY/B.SC.,Second Class Upper,NA,S,M,2000-06-07,COLBIOS,PAB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-05-03,COLANIM,ABG
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-07-30,COLAMRUD,AERD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1998-02-01,COLPLANT,PBST
Rivers State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,F,2001-07-27,COLENG,ELE
Osun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,M,2000-03-13,COLBIOS,BCH
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,M,1998-07-26,COLENG,ABE
Edo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-12-02,COLAMRUD,AERD
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-11-15,COLBIOS,MCB
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1998-03-30,COLFHEC,NUD
Edo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1996-07-24,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-01-12,COLANIM,ANP
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,M,1998-11-01,COLFHEC,FST
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,M,1997-09-12,COLFHEC,FST
Lagos State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Upper,NA,S,F,2000-04-13,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-09-03,COLANIM,APH
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1997-12-11,COLFHEC,HSM
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,1999-11-26,COLERM,AQFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-10-18,COLANIM,ABG
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2002-12-24,COLFHEC,FST
Ogun State,BOTANY/B.SC.,Second Class Upper,NA,S,M,2000-03-01,COLBIOS,PAB
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-01-09,COLANIM,ANN
Ogun State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,2003-01-31,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-09-01,COLPLANT,PBST
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,2001-04-04,COLFHEC,HTM
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,1999-06-10,COLERM,AQFM
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,1999-05-03,COLBIOS,MCB
Osun State,VETERINARY MEDICINE/DVM,Second Class Upper,NA,S,F,2000-04-25,COLVET,VET
Ondo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-03-21,COLFHEC,FST
Osun State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2001-10-08,COLENG,MCE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-10-24,COLAMRUD,AERD
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2001-01-25,COLBIOS,MCB
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,1999-04-11,COLBIOS,MCB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-12-13,COLANIM,ANN
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,2000-05-04,COLERM,AQFM
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,M,1999-12-19,COLFHEC,FST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-02-08,COLANIM,ANN
Ogun State,MECHATRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,1999-12-16,COLENG,MTE
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-07-14,COLAMRUD,AEFM
Kogi State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-08-06,COLPLANT,PBST
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,F,2000-11-07,COLERM,AQFM
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1997-03-10,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-07-27,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-04-04,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-03-28,COLANIM,ANN
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1998-11-03,COLERM,FWM
Ogun State,CIVIL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2001-10-22,COLENG,CVE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-03-26,COLANIM,APH
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2002-07-04,COLFHEC,FST
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1999-07-22,COLFHEC,NUD
Rivers State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-04-09,COLANIM,APH
Osun State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,2001-07-18,COLPHYS,CHM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1998-11-28,COLPLANT,HRT
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,M,2003-05-23,COLPHYS,CSC
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2003-01-10,COLFHEC,HSM
Oyo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1995-09-23,COLFHEC,FST
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV. TOXICOLOGY OPTION)/B.EMT,Second Class Upper,NA,S,M,2000-01-18,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-06-09,COLPLANT,PPCP
Osun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,M,1998-06-21,COLBIOS,MCB
Ogun State,BOTANY/B.SC.,Second Class Upper,NA,S,M,2000-04-01,COLBIOS,PAB
Oyo State,STATISTICS/B.Sc.,Second Class Upper,NA,S,M,2004-07-18,COLPHYS,STS
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,M,1998-05-24,COLERM,FWM
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2003-11-03,COLBIOS,BCH
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1997-02-21,COLFHEC,NUD
Oyo State,STATISTICS/B.Sc.,Second Class Upper,NA,S,F,2000-02-28,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-08-31,COLANIM,APH
Edo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1993-06-06,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-08-28,COLANIM,ABG
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-12-24,COLPLANT,PBST
Ekiti State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-08-30,COLAMRUD,AEFM
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,M,2001-08-03,COLFHEC,HTM
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,M,2000-02-08,COLERM,FWM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1997-02-06,COLPLANT,CPT
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2002-06-23,COLFHEC,HSM
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1996-10-09,COLFHEC,NUD
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,M,2003-01-18,COLBIOS,BCH
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV. TOXICOLOGY OPTION)/B.EMT,Second Class Upper,NA,S,F,2000-03-23,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-04-21,COLPLANT,CPT
Akwa Ibom State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2000-04-19,COLFHEC,HSM
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,M,2002-10-13,COLPHYS,CSC
Ogun State,MATHEMATICS/B.Sc.,Second Class Upper,NA,S,M,2003-06-14,COLPHYS,MTS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-02-01,COLAMRUD,AEFM
Lagos State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2000-12-07,COLBIOS,PAB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-07-04,COLPLANT,CPT
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,F,2004-06-08,COLPHYS,CSC
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2002-05-13,COLBIOS,BCH
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,F,1998-11-03,COLERM,EMT
Osun State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2002-02-15,COLBIOS,PAB
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-08-04,COLBIOS,MCB
Oyo State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2003-04-01,COLBIOS,PAB
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-11-24,COLPLANT,PPCP
Osun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1998-09-01,COLERM,FWM
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,M,1997-08-05,COLFHEC,HTM
Ogun State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2003-01-02,COLFHEC,HSM
Lagos State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2001-04-07,COLENG,ELE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-03-31,COLPLANT,CPT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1998-02-07,COLANIM,APH
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,1999-11-04,COLBIOS,BCH
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,M,2000-11-29,COLERM,FWM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-07-18,COLAMRUD,AEFM
Delta State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-05-27,COLAMRUD,AEFM
Ogun State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,1992-05-31,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-10-04,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-02-05,COLAMRUD,AEFM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-04-03,COLPLANT,PBST
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV. TOXICOLOGY OPTION)/B.EMT,Second Class Upper,NA,S,F,2000-04-24,COLERM,EMT
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,2002-05-11,COLERM,FWM
Lagos State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2000-02-11,COLBIOS,PAZ
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-05-12,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-11-04,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-05-31,COLANIM,PRM
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1999-04-17,COLFHEC,NUD
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,M,2001-02-17,COLENG,ABE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-08-25,COLAMRUD,AGAD
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1999-05-28,COLFHEC,FST
Oyo State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2003-09-04,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-06-01,COLANIM,APH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-08-26,COLAMRUD,AEFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-11-21,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-09-29,COLANIM,PRM
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2003-02-11,COLFHEC,NUD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-12-12,COLANIM,APH
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2000-09-18,COLFHEC,NUD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1997-08-05,COLANIM,APH
Lagos State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,F,1999-05-05,COLPHYS,CHM
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2003-07-28,COLFHEC,NUD
Benue State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1994-06-06,COLANIM,ABG
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2001-07-21,COLFHEC,NUD
Lagos State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,1998-02-26,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1998-09-26,COLAMRUD,AGAD
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2003-10-15,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-03-08,COLAMRUD,AEFM
Oyo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2002-03-17,COLFHEC,FST
Ogun State,VETERINARY MEDICINE/DVM,Second Class Upper,NA,S,F,2002-02-14,COLVET,VET
Oyo State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,M,1994-11-20,COLENG,ABE
